design_id,run_order,timing_id,timing,block,trial_in_block,interference,movement_trial_id
2,7,1,encoding,2,2,spatial,12
2,8,1,encoding,2,3,spatial,18
2,9,1,encoding,2,4,spatial,20
2,10,1,encoding,2,5,spatial,16
2,11,1,encoding,3,1,motor,15
2,12,1,encoding,3,2,motor,17
2,13,1,encoding,3,3,motor,14
2,14,1,encoding,3,4,motor,21
2,15,1,encoding,3,5,motor,8
2,16,1,encoding,4,1,visual,5
2,17,1,encoding,4,2,visual,4
2,18,1,encoding,4,3,visual,22
2,19,1,encoding,4,4,visual,11
2,20,1,encoding,4,5,visual,7
2,21,1,encoding,5,1,verbal,24
2,22,1,encoding,5,2,verbal,6
2,23,1,encoding,5,3,verbal,19
2,24,1,encoding,5,4,verbal,10
2,25,1,encoding,5,5,verbal,23
2,26,2,retention,1,1,control,25
2,27,2,retention,1,2,control,5
2,28,2,retention,1,3,control,15
2,29,2,retention,1,4,control,14
2,30,2,retention,1,5,control,18
2,31,2,retention,2,1,motor,10
2,32,2,retention,2,2,motor,21
2,33,2,retention,2,3,motor,8
2,34,2,retention,2,4,motor,17
2,35,2,retention,2,5,motor,3
2,36,2,retention,3,1,visual,1
2,37,2,retention,3,2,visual,9
2,38,2,retention,3,3,visual,12
2,39,2,retention,3,4,visual,20
2,40,2,retention,3,5,visual,19
2,41,2,retention,4,1,verbal,6
2,42,2,retention,4,2,verbal,23
2,43,2,retention,4,3,verbal,4
2,44,2,retention,4,4,verbal,7
2,45,2,retention,4,5,verbal,22
2,46,2,retention,5,1,spatial,13
2,47,2,retention,5,2,spatial,2
2,48,2,retention,5,3,spatial,16
2,49,2,retention,5,4,spatial,24
2,50,2,retention,5,5,spatial,11
3,1,1,retention,1,1,spatial,9
3,2,1,retention,1,2,spatial,5
3,3,1,retention,1,3,spatial,7
3,4,1,retention,1,4,spatial,24
3,5,1,retention,1,5,spatial,16
3,6,1,retention,2,1,visual,20
3,7,1,retention,2,2,visual,18
3,8,1,retention,2,3,visual,12
3,9,1,retention,2,4,visual,10
3,10,1,retention,2,5,visual,8
3,11,1,retention,3,1,control,4
3,12,1,retention,3,2,control,21
3,13,1,retention,3,3,control,3
3,14,1,retention,3,4,control,23
3,15,1,retention,3,5,control,22
3,16,1,retention,4,1,verbal,25
3,17,1,retention,4,2,verbal,6
3,18,1,retention,4,3,verbal,14
3,19,1,retention,4,4,verbal,15
3,20,1,retention,4,5,verbal,2
3,21,1,retention,5,1,motor,13
3,22,1,retention,5,2,motor,11
3,23,1,retention,5,3,motor,17
3,24,1,retention,5,4,motor,1
3,25,1,retention,5,5,motor,19
3,26,2,encoding,1,1,visual,21
3,27,2,encoding,1,2,visual,10
3,28,2,encoding,1,3,visual,17
3,29,2,encoding,1,4,visual,11
3,30,2,encoding,1,5,visual,6
3,31,2,encoding,2,1,control,22
3,32,2,encoding,2,2,control,7
3,33,2,encoding,2,3,control,12
3,34,2,encoding,2,4,control,3
3,35,2,encoding,2,5,control,18
3,36,2,encoding,3,1,spatial,1
3,37,2,encoding,3,2,spatial,14
3,38,2,encoding,3,3,spatial,5
3,39,2,encoding,3,4,spatial,15
3,40,2,encoding,3,5,spatial,4
3,41,2,encoding,4,1,motor,20
3,42,2,encoding,4,2,motor,25
3,43,2,encoding,4,3,motor,9
3,44,2,encoding,4,4,motor,2
3,45,2,encoding,4,5,motor,16
3,46,2,encoding,5,1,verbal,23
3,47,2,encoding,5,2,verbal,24
3,48,2,encoding,5,3,verbal,19
3,49,2,encoding,5,4,verbal,8
3,50,2,encoding,5,5,verbal,13
4,1,1,encoding,1,1,verbal,11
4,2,1,encoding,1,2,verbal,1
4,3,1,encoding,1,3,verbal,17
4,4,1,encoding,1,4,verbal,14
4,5,1,encoding,1,5,verbal,6
4,6,1,encoding,2,1,control,23
4,7,1,encoding,2,2,control,21
4,8,1,encoding,2,3,control,2
4,9,1,encoding,2,4,control,8
4,10,1,encoding,2,5,control,15
4,11,1,encoding,3,1,visual,18
4,12,1,encoding,3,2,visual,20
4,13,1,encoding,3,3,visual,7
4,14,1,encoding,3,4,visual,9
4,15,1,encoding,3,5,visual,3
4,16,1,encoding,4,1,motor,10
4,17,1,encoding,4,2,motor,22
4,18,1,encoding,4,3,motor,24
4,19,1,encoding,4,4,motor,13
4,20,1,encoding,4,5,motor,5
4,21,1,encoding,5,1,spatial,12
4,22,1,encoding,5,2,spatial,25
4,23,1,encoding,5,3,spatial,19
4,24,1,encoding,5,4,spatial,4
4,25,1,encoding,5,5,spatial,16
4,26,2,retention,1,1,verbal,1
4,27,2,retention,1,2,verbal,18
4,28,2,retention,1,3,verbal,4
4,29,2,retention,1,4,verbal,6
4,30,2,retention,1,5,verbal,12
4,31,2,retention,2,1,visual,11
4,32,2,retention,2,2,visual,20
4,33,2,retention,2,3,visual,22
4,34,2,retention,2,4,visual,14
4,35,2,retention,2,5,visual,25
4,36,2,retention,3,1,motor,8
4,37,2,retention,3,2,motor,24
4,38,2,retention,3,3,motor,23
4,39,2,retention,3,4,motor,5
4,40,2,retention,3,5,motor,13
4,41,2,retention,4,1,spatial,7
4,42,2,retention,4,2,spatial,19
4,43,2,retention,4,3,spatial,10
4,44,2,retention,4,4,spatial,17
4,45,2,retention,4,5,spatial,21
4,46,2,retention,5,1,control,2
4,47,2,retention,5,2,control,9
4,48,2,retention,5,3,control,15
4,49,2,retention,5,4,control,16
4,50,2,retention,5,5,control,3
5,1,1,retention,1,1,motor,22
5,2,1,retention,1,2,motor,21
5,3,1,retention,1,3,motor,9
5,4,1,retention,1,4,motor,4
5,5,1,retention,1,5,motor,17
5,6,1,retention,2,1,verbal,7
5,7,1,retention,2,2,verbal,23
5,8,1,retention,2,3,verbal,24
5,9,1,retention,2,4,verbal,18
5,10,1,retention,2,5,verbal,5
5,11,1,retention,3,1,spatial,6
5,12,1,retention,3,2,spatial,8
5,13,1,retention,3,3,spatial,12
5,14,1,retention,3,4,spatial,10
5,15,1,retention,3,5,spatial,16
5,16,1,retention,4,1,control,19
5,17,1,retention,4,2,control,20
5,18,1,retention,4,3,control,11
5,19,1,retention,4,4,control,1
5,20,1,retention,4,5,control,3
5,21,1,retention,5,1,visual,13
5,22,1,retention,5,2,visual,25
5,23,1,retention,5,3,visual,2
5,24,1,retention,5,4,visual,15
5,25,1,retention,5,5,visual,14
5,26,2,encoding,1,1,spatial,10
5,27,2,encoding,1,2,spatial,22
5,28,2,encoding,1,3,spatial,11
5,29,2,encoding,1,4,spatial,18
5,30,2,encoding,1,5,spatial,19
5,31,2,encoding,2,1,verbal,3
5,32,2,encoding,2,2,verbal,12
5,33,2,encoding,2,3,verbal,1
5,34,2,encoding,2,4,verbal,24
5,35,2,encoding,2,5,verbal,20
5,36,2,encoding,3,1,control,13
5,37,2,encoding,3,2,control,16
5,38,2,encoding,3,3,control,7
5,39,2,encoding,3,4,control,9
5,40,2,encoding,3,5,control,23
5,41,2,encoding,4,1,visual,6
5,42,2,encoding,4,2,visual,2
5,43,2,encoding,4,3,visual,15
5,44,2,encoding,4,4,visual,8
5,45,2,encoding,4,5,visual,21
5,46,2,encoding,5,1,motor,14
5,47,2,encoding,5,2,motor,5
5,48,2,encoding,5,3,motor,17
5,49,2,encoding,5,4,motor,25
5,50,2,encoding,5,5,motor,4
6,1,1,encoding,1,1,spatial,20
6,2,1,encoding,1,2,spatial,1
6,3,1,encoding,1,3,spatial,5
6,4,1,encoding,1,4,spatial,15
6,5,1,encoding,1,5,spatial,7
6,6,1,encoding,2,1,verbal,22
6,7,1,encoding,2,2,verbal,23
6,8,1,encoding,2,3,verbal,6
6,9,1,encoding,2,4,verbal,8
6,10,1,encoding,2,5,verbal,21
6,11,1,encoding,3,1,visual,13
6,12,1,encoding,3,2,visual,2
6,13,1,encoding,3,3,visual,17
6,14,1,encoding,3,4,visual,16
6,15,1,encoding,3,5,visual,14
6,16,1,encoding,4,1,control,24
6,17,1,encoding,4,2,control,3
6,18,1,encoding,4,3,control,18
6,19,1,encoding,4,4,control,9
6,20,1,encoding,4,5,control,10
6,21,1,encoding,5,1,motor,11
6,22,1,encoding,5,2,motor,4
6,23,1,encoding,5,3,motor,12
6,24,1,encoding,5,4,motor,19
6,25,1,encoding,5,5,motor,25
6,26,2,retention,1,1,spatial,13
6,27,2,retention,1,2,spatial,23
6,28,2,retention,1,3,spatial,4
6,29,2,retention,1,4,spatial,21
6,30,2,retention,1,5,spatial,12
6,31,2,retention,2,1,visual,8
6,32,2,retention,2,2,visual,2
6,33,2,retention,2,3,visual,6
6,34,2,retention,2,4,visual,22
6,35,2,retention,2,5,visual,24
6,36,2,retention,3,1,verbal,18
6,37,2,retention,3,2,verbal,25
6,38,2,retention,3,3,verbal,10
6,39,2,retention,3,4,verbal,14
6,40,2,retention,3,5,verbal,7
6,41,2,retention,4,1,motor,19
6,42,2,retention,4,2,motor,3
6,43,2,retention,4,3,motor,20
6,44,2,retention,4,4,motor,17
6,45,2,retention,4,5,motor,9
6,46,2,retention,5,1,control,15
6,47,2,retention,5,2,control,5
6,48,2,retention,5,3,control,1
6,49,2,retention,5,4,control,11
6,50,2,retention,5,5,control,16
7,1,1,retention,1,1,motor,4
7,2,1,retention,1,2,motor,24
7,3,1,retention,1,3,motor,1
7,4,1,retention,1,4,motor,11
7,5,1,retention,1,5,motor,23
7,6,1,retention,2,1,control,8
7,7,1,retention,2,2,control,17
7,8,1,retention,2,3,control,7
7,9,1,retention,2,4,control,20
7,10,1,retention,2,5,control,22
7,11,1,retention,3,1,verbal,5
7,12,1,retention,3,2,verbal,9
7,13,1,retention,3,3,verbal,14
7,14,1,retention,3,4,verbal,16
7,15,1,retention,3,5,verbal,18
7,16,1,retention,4,1,visual,15
7,17,1,retention,4,2,visual,19
7,18,1,retention,4,3,visual,21
7,19,1,retention,4,4,visual,6
7,20,1,retention,4,5,visual,12
7,21,1,retention,5,1,spatial,3
7,22,1,retention,5,2,spatial,2
7,23,1,retention,5,3,spatial,25
7,24,1,retention,5,4,spatial,13
7,25,1,retention,5,5,spatial,10
7,26,2,encoding,1,1,control,5
7,27,2,encoding,1,2,control,25
7,28,2,encoding,1,3,control,16
7,29,2,encoding,1,4,control,2
7,30,2,encoding,1,5,control,19
7,31,2,encoding,2,1,verbal,21
7,32,2,encoding,2,2,verbal,23
7,33,2,encoding,2,3,verbal,15
7,34,2,encoding,2,4,verbal,20
7,35,2,encoding,2,5,verbal,7
7,36,2,encoding,3,1,motor,3
7,37,2,encoding,3,2,motor,4
7,38,2,encoding,3,3,motor,18
7,39,2,encoding,3,4,motor,8
7,40,2,encoding,3,5,motor,11
7,41,2,encoding,4,1,visual,1
7,42,2,encoding,4,2,visual,17
7,43,2,encoding,4,3,visual,13
7,44,2,encoding,4,4,visual,12
7,45,2,encoding,4,5,visual,14
7,46,2,encoding,5,1,spatial,6
7,47,2,encoding,5,2,spatial,24
7,48,2,encoding,5,3,spatial,9
7,49,2,encoding,5,4,spatial,10
7,50,2,encoding,5,5,spatial,22
8,1,1,encoding,1,1,verbal,14
8,2,1,encoding,1,2,verbal,1
8,3,1,encoding,1,3,verbal,10
8,4,1,encoding,1,4,verbal,6
8,5,1,encoding,1,5,verbal,23
8,6,1,encoding,2,1,motor,24
8,7,1,encoding,2,2,motor,2
8,8,1,encoding,2,3,motor,3
8,9,1,encoding,2,4,motor,13
8,10,1,encoding,2,5,motor,18
8,11,1,encoding,3,1,control,16
8,12,1,encoding,3,2,control,9
8,13,1,encoding,3,3,control,4
8,14,1,encoding,3,4,control,22
8,15,1,encoding,3,5,control,15
8,16,1,encoding,4,1,spatial,12
8,17,1,encoding,4,2,spatial,7
8,18,1,encoding,4,3,spatial,19
8,19,1,encoding,4,4,spatial,25
8,20,1,encoding,4,5,spatial,11
8,21,1,encoding,5,1,visual,20
8,22,1,encoding,5,2,visual,21
8,23,1,encoding,5,3,visual,8
8,24,1,encoding,5,4,visual,17
8,25,1,encoding,5,5,visual,5
8,26,2,retention,1,1,verbal,12
8,27,2,retention,1,2,verbal,15
8,28,2,retention,1,3,verbal,13
8,29,2,retention,1,4,verbal,20
8,30,2,retention,1,5,verbal,19
8,31,2,retention,2,1,spatial,18
8,32,2,retention,2,2,spatial,21
8,33,2,retention,2,3,spatial,1
8,34,2,retention,2,4,spatial,3
8,35,2,retention,2,5,spatial,22
8,36,2,retention,3,1,visual,2
8,37,2,retention,3,2,visual,11
8,38,2,retention,3,3,visual,14
8,39,2,retention,3,4,visual,5
8,40,2,retention,3,5,visual,23
8,41,2,retention,4,1,control,7
8,42,2,retention,4,2,control,25
8,43,2,retention,4,3,control,4
8,44,2,retention,4,4,control,6
8,45,2,retention,4,5,control,24
8,46,2,retention,5,1,motor,17
8,47,2,retention,5,2,motor,8
8,48,2,retention,5,3,motor,9
8,49,2,retention,5,4,motor,10
8,50,2,retention,5,5,motor,16
9,1,1,retention,1,1,visual,25
9,2,1,retention,1,2,visual,15
9,3,1,retention,1,3,visual,11
9,4,1,retention,1,4,visual,9
9,5,1,retention,1,5,visual,10
9,6,1,retention,2,1,spatial,2
9,7,1,retention,2,2,spatial,1
9,8,1,retention,2,3,spatial,16
9,9,1,retention,2,4,spatial,13
9,10,1,retention,2,5,spatial,21
9,11,1,retention,3,1,motor,24
9,12,1,retention,3,2,motor,7
9,13,1,retention,3,3,motor,6
9,14,1,retention,3,4,motor,22
9,15,1,retention,3,5,motor,19
9,16,1,retention,4,1,verbal,4
9,17,1,retention,4,2,verbal,5
9,18,1,retention,4,3,verbal,12
9,19,1,retention,4,4,verbal,14
9,20,1,retention,4,5,verbal,8
9,21,1,retention,5,1,control,23
9,22,1,retention,5,2,control,3
9,23,1,retention,5,3,control,17
9,24,1,retention,5,4,control,18
9,25,1,retention,5,5,control,20
9,26,2,encoding,1,1,motor,20
9,27,2,encoding,1,2,motor,13
9,28,2,encoding,1,3,motor,21
9,29,2,encoding,1,4,motor,24
9,30,2,encoding,1,5,motor,4
9,31,2,encoding,2,1,control,11
9,32,2,encoding,2,2,control,19
9,33,2,encoding,2,3,control,10
9,34,2,encoding,2,4,control,7
9,35,2,encoding,2,5,control,12
9,36,2,encoding,3,1,spatial,18
9,37,2,encoding,3,2,spatial,23
9,38,2,encoding,3,3,spatial,5
9,39,2,encoding,3,4,spatial,9
9,40,2,encoding,3,5,spatial,22
9,41,2,encoding,4,1,verbal,16
9,42,2,encoding,4,2,verbal,1
9,43,2,encoding,4,3,verbal,25
9,44,2,encoding,4,4,verbal,3
9,45,2,encoding,4,5,verbal,17
9,46,2,encoding,5,1,visual,6
9,47,2,encoding,5,2,visual,15
9,48,2,encoding,5,3,visual,14
9,49,2,encoding,5,4,visual,2
9,50,2,encoding,5,5,visual,8
10,1,1,encoding,1,1,control,1
10,2,1,encoding,1,2,control,11
10,3,1,encoding,1,3,control,13
10,4,1,encoding,1,4,control,19
10,5,1,encoding,1,5,control,16
10,6,1,encoding,2,1,visual,21
10,7,1,encoding,2,2,visual,17
10,8,1,encoding,2,3,visual,9
10,9,1,encoding,2,4,visual,7
10,10,1,encoding,2,5,visual,24
10,11,1,encoding,3,1,spatial,20
10,12,1,encoding,3,2,spatial,6
10,13,1,encoding,3,3,spatial,3
10,14,1,encoding,3,4,spatial,5
10,15,1,encoding,3,5,spatial,2
10,16,1,encoding,4,1,motor,12
10,17,1,encoding,4,2,motor,23
10,18,1,encoding,4,3,motor,4
10,19,1,encoding,4,4,motor,18
10,20,1,encoding,4,5,motor,8
10,21,1,encoding,5,1,verbal,14
10,22,1,encoding,5,2,verbal,10
10,23,1,encoding,5,3,verbal,22
10,24,1,encoding,5,4,verbal,15
10,25,1,encoding,5,5,verbal,25
10,26,2,retention,1,1,visual,3
10,27,2,retention,1,2,visual,11
10,28,2,retention,1,3,visual,18
10,29,2,retention,1,4,visual,7
10,30,2,retention,1,5,visual,4
10,31,2,retention,2,1,motor,24
10,32,2,retention,2,2,motor,16
10,33,2,retention,2,3,motor,5
10,34,2,retention,2,4,motor,2
10,35,2,retention,2,5,motor,1
10,36,2,retention,3,1,control,8
10,37,2,retention,3,2,control,15
10,38,2,retention,3,3,control,23
10,39,2,retention,3,4,control,19
10,40,2,retention,3,5,control,10
10,41,2,retention,4,1,spatial,9
10,42,2,retention,4,2,spatial,6
10,43,2,retention,4,3,spatial,25
10,44,2,retention,4,4,spatial,21
10,45,2,retention,4,5,spatial,17
10,46,2,retention,5,1,verbal,13
10,47,2,retention,5,2,verbal,12
10,48,2,retention,5,3,verbal,22
10,49,2,retention,5,4,verbal,20
10,50,2,retention,5,5,verbal,14
11,1,1,retention,1,1,control,2
11,2,1,retention,1,2,control,23
11,3,1,retention,1,3,control,7
11,4,1,retention,1,4,control,17
11,5,1,retention,1,5,control,1
11,6,1,retention,2,1,motor,12
11,7,1,retention,2,2,motor,15
11,8,1,retention,2,3,motor,25
11,9,1,retention,2,4,motor,24
11,10,1,retention,2,5,motor,20
11,11,1,retention,3,1,spatial,6
11,12,1,retention,3,2,spatial,11
11,13,1,retention,3,3,spatial,5
11,14,1,retention,3,4,spatial,13
11,15,1,retention,3,5,spatial,19
11,16,1,retention,4,1,visual,22
11,17,1,retention,4,2,visual,21
11,18,1,retention,4,3,visual,4
11,19,1,retention,4,4,visual,14
11,20,1,retention,4,5,visual,16
11,21,1,retention,5,1,verbal,8
11,22,1,retention,5,2,verbal,10
11,23,1,retention,5,3,verbal,18
11,24,1,retention,5,4,verbal,9
11,25,1,retention,5,5,verbal,3
11,26,2,encoding,1,1,control,5
11,27,2,encoding,1,2,control,4
11,28,2,encoding,1,3,control,20
11,29,2,encoding,1,4,control,9
11,30,2,encoding,1,5,control,21
11,31,2,encoding,2,1,visual,17
11,32,2,encoding,2,2,visual,11
11,33,2,encoding,2,3,visual,23
11,34,2,encoding,2,4,visual,15
11,35,2,encoding,2,5,visual,7
11,36,2,encoding,3,1,spatial,12
11,37,2,encoding,3,2,spatial,1
11,38,2,encoding,3,3,spatial,25
11,39,2,encoding,3,4,spatial,16
11,40,2,encoding,3,5,spatial,8
11,41,2,encoding,4,1,motor,3
11,42,2,encoding,4,2,motor,6
11,43,2,encoding,4,3,motor,14
11,44,2,encoding,4,4,motor,2
11,45,2,encoding,4,5,motor,22
11,46,2,encoding,5,1,verbal,13
11,47,2,encoding,5,2,verbal,24
11,48,2,encoding,5,3,verbal,10
11,49,2,encoding,5,4,verbal,18
11,50,2,encoding,5,5,verbal,19
12,1,1,encoding,1,1,spatial,13
12,2,1,encoding,1,2,spatial,20
12,3,1,encoding,1,3,spatial,10
12,4,1,encoding,1,4,spatial,17
12,5,1,encoding,1,5,spatial,6
12,6,1,encoding,2,1,verbal,21
12,7,1,encoding,2,2,verbal,12
12,8,1,encoding,2,3,verbal,5
12,9,1,encoding,2,4,verbal,15
12,10,1,encoding,2,5,verbal,3
12,11,1,encoding,3,1,control,14
12,12,1,encoding,3,2,control,22
12,13,1,encoding,3,3,control,11
12,14,1,encoding,3,4,control,24
12,15,1,encoding,3,5,control,23
12,16,1,encoding,4,1,motor,2
12,17,1,encoding,4,2,motor,1
12,18,1,encoding,4,3,motor,8
12,19,1,encoding,4,4,motor,25
12,20,1,encoding,4,5,motor,19
12,21,1,encoding,5,1,visual,18
12,22,1,encoding,5,2,visual,9
12,23,1,encoding,5,3,visual,16
12,24,1,encoding,5,4,visual,4
12,25,1,encoding,5,5,visual,7
12,26,2,retention,1,1,motor,5
12,27,2,retention,1,2,motor,7
12,28,2,retention,1,3,motor,18
12,29,2,retention,1,4,motor,22
12,30,2,retention,1,5,motor,2
12,31,2,retention,2,1,spatial,20
12,32,2,retention,2,2,spatial,3
12,33,2,retention,2,3,spatial,13
12,34,2,retention,2,4,spatial,1
12,35,2,retention,2,5,spatial,9
12,36,2,retention,3,1,control,17
12,37,2,retention,3,2,control,14
12,38,2,retention,3,3,control,11
12,39,2,retention,3,4,control,10
12,40,2,retention,3,5,control,15
12,41,2,retention,4,1,verbal,16
12,42,2,retention,4,2,verbal,6
12,43,2,retention,4,3,verbal,12
12,44,2,retention,4,4,verbal,21
12,45,2,retention,4,5,verbal,4
12,46,2,retention,5,1,visual,19
12,47,2,retention,5,2,visual,8
12,48,2,retention,5,3,visual,24
12,49,2,retention,5,4,visual,25
12,50,2,retention,5,5,visual,23
13,1,1,retention,1,1,motor,18
13,2,1,retention,1,2,motor,20
13,3,1,retention,1,3,motor,25
13,4,1,retention,1,4,motor,23
13,5,1,retention,1,5,motor,22
13,6,1,retention,2,1,visual,6
13,7,1,retention,2,2,visual,5
13,8,1,retention,2,3,visual,14
13,9,1,retention,2,4,visual,16
13,10,1,retention,2,5,visual,10
13,11,1,retention,3,1,verbal,8
13,12,1,retention,3,2,verbal,11
13,13,1,retention,3,3,verbal,21
13,14,1,retention,3,4,verbal,2
13,15,1,retention,3,5,verbal,19
13,16,1,retention,4,1,spatial,7
13,17,1,retention,4,2,spatial,12
13,18,1,retention,4,3,spatial,9
13,19,1,retention,4,4,spatial,15
13,20,1,retention,4,5,spatial,24
13,21,1,retention,5,1,control,13
13,22,1,retention,5,2,control,4
13,23,1,retention,5,3,control,1
13,24,1,retention,5,4,control,17
13,25,1,retention,5,5,control,3
13,26,2,encoding,1,1,visual,12
13,27,2,encoding,1,2,visual,2
13,28,2,encoding,1,3,visual,6
13,29,2,encoding,1,4,visual,20
13,30,2,encoding,1,5,visual,4
13,31,2,encoding,2,1,control,25
13,32,2,encoding,2,2,control,24
13,33,2,encoding,2,3,control,14
13,34,2,encoding,2,4,control,5
13,35,2,encoding,2,5,control,17
13,36,2,encoding,3,1,verbal,22
13,37,2,encoding,3,2,verbal,3
13,38,2,encoding,3,3,verbal,13
13,39,2,encoding,3,4,verbal,21
13,40,2,encoding,3,5,verbal,8
13,41,2,encoding,4,1,spatial,1
13,42,2,encoding,4,2,spatial,16
13,43,2,encoding,4,3,spatial,11
13,44,2,encoding,4,4,spatial,18
13,45,2,encoding,4,5,spatial,10
13,46,2,encoding,5,1,motor,7
13,47,2,encoding,5,2,motor,19
13,48,2,encoding,5,3,motor,15
13,49,2,encoding,5,4,motor,23
13,50,2,encoding,5,5,motor,9
14,1,1,encoding,1,1,verbal,20
14,2,1,encoding,1,2,verbal,18
14,3,1,encoding,1,3,verbal,16
14,4,1,encoding,1,4,verbal,2
14,5,1,encoding,1,5,verbal,25
14,6,1,encoding,2,1,spatial,8
14,7,1,encoding,2,2,spatial,15
14,8,1,encoding,2,3,spatial,7
14,9,1,encoding,2,4,spatial,6
14,10,1,encoding,2,5,spatial,22
14,11,1,encoding,3,1,visual,3
14,12,1,encoding,3,2,visual,11
14,13,1,encoding,3,3,visual,9
14,14,1,encoding,3,4,visual,19
14,15,1,encoding,3,5,visual,24
14,16,1,encoding,4,1,control,17
14,17,1,encoding,4,2,control,1
14,18,1,encoding,4,3,control,21
14,19,1,encoding,4,4,control,5
14,20,1,encoding,4,5,control,14
14,21,1,encoding,5,1,motor,4
14,22,1,encoding,5,2,motor,12
14,23,1,encoding,5,3,motor,10
14,24,1,encoding,5,4,motor,13
14,25,1,encoding,5,5,motor,23
14,26,2,retention,1,1,verbal,10
14,27,2,retention,1,2,verbal,18
14,28,2,retention,1,3,verbal,20
14,29,2,retention,1,4,verbal,2
14,30,2,retention,1,5,verbal,9
14,31,2,retention,2,1,motor,17
14,32,2,retention,2,2,motor,6
14,33,2,retention,2,3,motor,7
14,34,2,retention,2,4,motor,22
14,35,2,retention,2,5,motor,19
14,36,2,retention,3,1,visual,8
14,37,2,retention,3,2,visual,16
14,38,2,retention,3,3,visual,13
14,39,2,retention,3,4,visual,21
14,40,2,retention,3,5,visual,15
14,41,2,retention,4,1,control,12
14,42,2,retention,4,2,control,1
14,43,2,retention,4,3,control,4
14,44,2,retention,4,4,control,14
14,45,2,retention,4,5,control,11
14,46,2,retention,5,1,spatial,5
14,47,2,retention,5,2,spatial,25
14,48,2,retention,5,3,spatial,24
14,49,2,retention,5,4,spatial,3
14,50,2,retention,5,5,spatial,23
15,1,1,retention,1,1,visual,5
15,2,1,retention,1,2,visual,14
15,3,1,retention,1,3,visual,9
15,4,1,retention,1,4,visual,25
15,5,1,retention,1,5,visual,1
15,6,1,retention,2,1,control,12
15,7,1,retention,2,2,control,24
15,8,1,retention,2,3,control,13
15,9,1,retention,2,4,control,17
15,10,1,retention,2,5,control,23
15,11,1,retention,3,1,motor,22
15,12,1,retention,3,2,motor,11
15,13,1,retention,3,3,motor,2
15,14,1,retention,3,4,motor,19
15,15,1,retention,3,5,motor,21
15,16,1,retention,4,1,verbal,10
15,17,1,retention,4,2,verbal,4
15,18,1,retention,4,3,verbal,8
15,19,1,retention,4,4,verbal,6
15,20,1,retention,4,5,verbal,3
15,21,1,retention,5,1,spatial,18
15,22,1,retention,5,2,spatial,16
15,23,1,retention,5,3,spatial,7
15,24,1,retention,5,4,spatial,15
15,25,1,retention,5,5,spatial,20
15,26,2,encoding,1,1,spatial,7
15,27,2,encoding,1,2,spatial,18
15,28,2,encoding,1,3,spatial,16
15,29,2,encoding,1,4,spatial,25
15,30,2,encoding,1,5,spatial,8
15,31,2,encoding,2,1,verbal,19
15,32,2,encoding,2,2,verbal,12
15,33,2,encoding,2,3,verbal,24
15,34,2,encoding,2,4,verbal,6
15,35,2,encoding,2,5,verbal,1
15,36,2,encoding,3,1,motor,11
15,37,2,encoding,3,2,motor,20
15,38,2,encoding,3,3,motor,5
15,39,2,encoding,3,4,motor,23
15,40,2,encoding,3,5,motor,22
15,41,2,encoding,4,1,visual,10
15,42,2,encoding,4,2,visual,14
15,43,2,encoding,4,3,visual,13
15,44,2,encoding,4,4,visual,2
